Codigo Pais,Region,Año,Tasa de natalidad,Tasa de mortalidad,Consumo de energía eléctrica (kWh per cápita),PIB (USD),PIB per cápita (USD),Personas que utilizan Internet (% de la población),Tasa de mortalidad infantil,Esperanza de vida al nacer (años),Densidad de población (habitantes por km2 de superficie terrestre),Desempleo (% de la fuerza laboral total)
72,0,2013,11.3,7.0,2166.12,61739400000.0,4351.89,8.1,2.2,81.8,223.605,5.848
72,0,2012,11.3,7.3,2166.12,56678000000.0,4351.89,8.1,2.3,81.3927,218.496,5.14
72,0,2011,10.9,7.4,2166.12,60004600000.0,4351.89,90.0299,2.3,80.9878,213.312,4.901
72,0,2010,11.6,7.4,2166.12,53212500000.0,4351.89,90.62,2.4,80.6317,208.623,4.361
72,0,2009,11.3,7.3,2166.12,51370500000.0,4351.89,87.31,2.5,80.6366,204.849,5.122
72,0,2008,11.5,7.4,2166.12,55849700000.0,4351.89,82.23,2.6,80.539,201.091,5.06
72,0,2007,11.4,8.1,2166.12,50888100000.0,4351.89,78.92,2.7,79.3829,197.528,4.065
72,0,2006,11.7,8.0,2166.12,42414300000.0,4351.89,72.51,2.8,79.2878,194.501,4.731
72,0,2005,11.5,7.8,2166.12,37347400000.0,4351.89,70.0,3.0,79.4317,191.423,4.488
72,0,2004,11.9,7.8,2166.12,34685300000.0,4351.89,65.88,3.2,79.122,188.516,5.113
72,0,2003,11.7,9.0,2166.12,29557300000.0,4351.89,54.55,3.3,77.7268,185.856,3.675
72,0,2002,12.0,8.4,2166.12,23616300000.0,4351.89,39.84,3.5,77.9659,183.611,2.621
72,0,2001,12.4,8.4,2166.12,21272400000.0,4351.89,36.1634,3.7,77.8244,181.698,1.805
72,0,2000,13.1,8.6,2166.12,21263500000.0,4351.89,22.8873,3.9,77.8732,179.547,2.345
73,4,2014,17.071,4.818,4651.96,338000000000.0,11319.1,63.6654,6.8,75.268,90.9042,2.88
73,4,2013,17.106,4.767,4520.36,323000000000.0,10970.1,57.0575,6.8,75.072,89.6937,3.11
73,4,2012,17.142,4.722,4338.56,314000000000.0,10817.4,65.8,6.8,74.877,88.4741,3.04
73,4,2011,17.19,4.683,4102.62,298000000000.0,10399.4,61.0,6.8,74.683,87.2042,3.05
73,4,2010,17.258,4.649,4145.52,255000000000.0,9040.57,56.3,6.8,74.493,85.8561,3.25
73,4,2009,17.345,4.619,3942.09,202000000000.0,7292.49,55.9,6.8,74.305,84.4165,3.69
73,4,2008,17.461,4.591,3286.09,231000000000.0,8474.58,55.8,6.7,74.118,82.8976,3.34
73,4,2007,17.619,4.565,3272.9,194000000000.0,7243.46,55.7,6.8,73.931,81.3282,3.23
73,4,2006,17.839,4.541,3065.57,163000000000.0,6209.11,51.638,6.8,73.744,79.7503,3.32
73,4,2005,18.164,4.52,2873.73,144000000000.0,5587.03,48.6292,7.0,73.555,78.1939,3.53
73,4,2004,18.639,4.505,2984.36,125000000000.0,4952.22,42.2523,7.1,73.364,76.6722,3.54
73,4,2003,19.276,4.499,2914.67,110000000000.0,4461.85,34.9712,7.3,73.17,75.1752,3.61
73,4,2002,20.066,4.501,2820.55,101000000000.0,4165.72,32.3382,7.6,72.976,73.6825,3.48
73,4,2001,20.983,4.511,2758.35,92783900000.0,3913.43,26.696,8.1,72.782,72.1629,3.53
73,4,2000,21.98,4.528,2747.06,93789700000.0,4043.66,21.3847,8.7,72.594,70.5958,3.0
73,4,1999,22.993,4.549,2648.13,79148900000.0,3492.69,12.3055,9.4,72.418,68.9737,3.43
73,4,1998,23.959,4.57,2525.34,72167800000.0,3263.35,6.75177,10.1,72.257,67.3099,3.2
73,4,1997,24.827,4.59,2471.9,100000000000.0,4637.87,2.30739,10.7,72.11,65.6302,2.45
73,4,1996,25.571,4.61,2187.88,101000000000.0,4798.59,0.852044,11.1,71.972,63.9708,2.52
73,4,1995,26.179,4.632,2004.58,88704900000.0,4329.69,0.145674,11.5,71.834,62.3577,3.15
73,4,1994,26.662,4.658,1785.11,74478000000.0,3728.09,0.0996074,11.9,71.687,60.8051,3.657
73,4,1993,27.063,4.692,1533.7,66894400000.0,3433.14,0.0255385,12.4,71.519,59.3057,4.11
73,4,1992,27.422,4.735,1419.17,59167200000.0,3113.63,0.00104782,13.0,71.326,57.8379,3.71
74,1,2014,9.6,7.5,4924.54,11281700000.0,25961.3,73.17,6.0,82.0463,73.6825,5.804
74,1,2013,9.5,7.6,4915.87,10151200000.0,23830.9,68.9138,6.0,81.7463,73.6825,6.386
74,1,2012,9.8,8.1,5002.05,9211950000.0,21931.7,68.1999,6.0,80.7463,73.6825,6.308
74,1,2011,10.0,7.8,4867.06,9500670000.0,22823.4,68.0198,6.0,80.7463,73.6825,6.378
74,1,2010,9.4,7.3,4767.1,8741060000.0,21087.8,63.0,5.9,81.3976,73.6825,6.847
74,1,2009,9.8,7.8,4434.19,8528200000.0,20675.6,58.86,5.9,80.2415,73.6825,6.889
74,1,2008,9.8,7.9,4836.59,8977150000.0,21928.7,50.08,5.9,79.6366,73.6825,5.977
74,1,2007,9.3,7.6,4873.08,7880510000.0,19375.6,46.9,5.9,79.7927,73.6825,6.472
74,1,2006,9.3,7.9,4897.51,6757120000.0,16671.6,40.41,5.9,79.439,73.6825,6.798
74,1,2005,9.6,7.8,4912.91,6394850000.0,15835.3,41.24,6.0,79.3,73.6825,6.923
74,1,2004,9.7,7.5,4797.29,6062780000.0,15109.1,34.62,6.0,79.2537,73.6825,7.317
74,1,2003,10.2,7.9,4872.27,5456580000.0,13690.0,31.64,6.1,78.5463,73.6825,7.488
74,1,2002,9.9,7.6,4500.35,4689830000.0,11843.9,28.92,6.3,78.739,73.6825,6.902
74,1,2001,10.1,7.4,4292.32,4331870000.0,11021.8,17.8778,6.4,78.8439,73.6825,7.107
74,1,2000,11.3,7.5,4311.86,4306190000.0,11039.1,13.1137,6.7,78.3488,73.6825,6.324
74,1,1999,11.4,7.9,4197.86,4127310000.0,10649.0,7.7598,6.9,77.5,73.6825,6.39
74,1,1998,12.1,7.8,3921.75,3923640000.0,10183.7,6.50078,7.2,77.5878,73.6825,6.341
74,1,1997,12.7,7.5,3827.15,3705370000.0,9679.88,3.92061,7.5,77.739,73.6825,6.406
74,1,1996,13.3,7.3,3790.42,3570270000.0,9397.8,1.05153,7.9,77.3415,73.6825,6.456
74,1,1995,12.2,7.2,3921.37,3439930000.0,9114.36,0.224996,8.2,77.2902,73.6825,6.511
75,2,2014,10.6,7.7,2182.51,12803400000.0,10153.9,44.8033,12.6,74.1944,73.6825,7.467
75,2,2013,10.9,7.5,2148.33,12129600000.0,9637.0,40.1168,12.8,74.0171,73.6825,7.322
75,2,2012,11.5,7.4,2075.04,11668700000.0,9291.23,35.42,12.9,73.8634,73.6825,7.472
75,2,2011,11.7,7.3,2025.7,11518400000.0,9197.03,34.95,13.1,73.2668,73.6825,7.447
75,2,2010,12.0,7.3,1995.36,10003700000.0,8000.38,28.33,13.3,72.9673,73.6825,7.654
75,2,2009,12.3,7.4,1907.12,9128840000.0,7318.13,22.51,13.5,72.8824,73.6825,7.257
75,2,2008,13.2,7.2,1881.65,9990370000.0,8030.06,21.81,13.8,72.5707,73.6825,7.17
75,2,2007,13.7,6.9,1816.67,8150140000.0,6574.65,20.22,14.0,72.5707,73.6825,8.475
75,2,2006,14.3,7.4,1743.12,7028800000.0,5695.97,16.7,14.0,72.4322,73.6825,9.04
75,2,2005,15.3,7.0,1683.69,6488750000.0,5282.91,15.1722,13.8,72.4322,73.6825,9.524
75,2,2004,15.7,6.9,1614.25,6578840000.0,5388.07,13.6891,13.7,72.2767,73.6825,8.337
75,2,2003,15.9,7.0,1561.77,5816550000.0,4793.72,12.1871,13.8,72.1213,73.6825,8.36
75,2,2002,16.6,6.9,1473.49,4841310000.0,4018.95,10.2526,14.2,71.9659,73.6825,8.205
75,2,2001,16.5,6.7,1453.66,4613630000.0,3856.63,8.7809,15.1,71.7659,73.6825,9.139
75,2,2000,17.0,6.7,1363.25,4663310000.0,3929.08,7.28154,16.3,71.6634,73.6825,9.277
75,2,1999,17.3,6.8,1226.96,4343710000.0,3695.93,4.65221,17.7,70.961,73.6825,9.294
75,2,1998,16.7,6.8,1205.6,4169660000.0,3593.23,2.56528,19.0,70.6073,73.6825,9.24
75,2,1997,17.4,7.0,1108.61,4187370000.0,3646.63,0.475629,19.8,70.4049,73.6825,9.381
75,2,1996,18.3,6.8,1021.17,4421940000.0,3899.44,0.183769,19.9,70.3229,73.6825,9.582
76,3,2014,18.892,5.67,2157.32,45810600000.0,10922.4,44.39,13.2,74.908,61.9127,4.809
76,3,2013,19.198,5.572,2144.09,45810600000.0,10725.2,43.46,13.7,74.93,61.1267,4.914
76,3,2012,19.488,5.471,2253.51,45810600000.0,10241.7,39.75,14.1,74.966,60.3278,4.887
76,3,2011,19.766,5.369,2216.91,45810600000.0,10203.4,37.1763,14.5,75.011,59.5157,5.17
76,3,2010,20.042,5.266,2018.83,45810600000.0,9271.4,31.05,14.9,75.065,58.6913,5.303
76,3,2009,20.327,5.163,1995.3,45810600000.0,8002.97,26.34,15.3,75.128,57.8533,5.356
76,3,2008,20.635,5.06,2046.69,45810600000.0,10016.6,21.71,15.8,75.194,57.0052,3.874
76,3,2007,20.973,4.961,2047.53,45810600000.0,9642.68,20.81,16.3,75.255,56.1591,3.628
76,3,2006,21.343,4.869,2020.95,45810600000.0,9068.29,19.52,16.9,75.296,55.3307,3.566
76,3,2005,21.741,4.792,1996.39,45810600000.0,8277.67,17.21,17.5,75.3,54.5308,3.558
76,3,2004,22.158,4.734,1927.07,45810600000.0,7484.49,14.1,18.3,75.243,53.7642,3.937
76,3,2003,22.584,4.7,2001.02,45810600000.0,7075.37,12.9,19.1,75.118,53.0266,3.455
76,3,2002,23.009,4.689,1843.96,45810600000.0,7593.14,11.9,20.1,74.922,52.3083,3.003
76,3,2001,23.43,4.703,1834.15,45810600000.0,7544.57,7.03802,21.1,74.658,51.595,2.538
76,3,2000,23.85,4.737,1800.47,45810600000.0,7157.81,5.08138,22.2,74.34,50.8757,2.563
76,3,1999,24.272,4.786,1689.19,45810600000.0,6157.19,1.85744,23.4,73.988,50.1478,2.488
76,3,1998,24.702,4.844,1643.05,45810600000.0,5481.18,1.26578,24.6,73.625,49.413,3.573
76,3,1997,25.148,4.906,1528.18,500000000000.0,5289.17,0.627312,25.9,73.268,48.6695,4.055
76,3,1996,25.611,4.969,1444.36,411000000000.0,4412.12,0.200406,27.2,72.925,47.9164,5.25
76,3,1995,26.096,5.033,1419.9,360000000000.0,3928.22,0.102564,28.6,72.598,47.1531,6.888
76,3,1994,26.604,5.1,1401.13,45810600000.0,5854.42,0.0433392,29.9,72.279,46.3779,4.248
76,3,1993,27.134,5.173,1312.57,501000000000.0,5650.03,0.028305,31.3,71.953,45.5904,3.214
76,3,1992,27.681,5.255,1317.63,363000000000.0,4170.62,0.0173078,32.8,71.61,44.7929,3.096
76,3,1991,28.24,5.347,1295.41,313000000000.0,3661.95,0.0058807,34.3,71.248,43.9891,3.047
77,0,2014,10.759,11.386,1386.23,9510220000.0,2674.12,67.0,14.1,71.267,123.886,3.856
77,0,2013,10.886,11.424,1352.79,9496680000.0,2668.68,60.0,14.3,70.968,123.918,5.104
77,0,2012,10.984,11.513,1514.53,8709170000.0,2446.73,43.37,14.4,70.581,124.038,5.578
77,0,2011,11.049,11.642,1470.23,8414360000.0,2363.59,38.0,14.6,70.119,124.098,6.682
77,0,2010,11.062,11.788,1722.89,6974960000.0,1958.13,32.3,14.8,69.616,124.169,7.446
77,0,2009,11.003,11.922,1740.8,5439420000.0,1525.53,27.5,14.9,69.119,124.12,6.4
77,0,2008,10.878,12.018,2028.23,6054810000.0,1695.97,23.39,15.2,68.671,124.277,3.98
77,0,2007,10.704,12.059,1996.42,4401150000.0,1230.43,20.45,15.5,68.302,124.514,5.07
77,0,2006,10.51,12.042,2166.12,3408270000.0,950.648,19.6206,16.1,68.022,124.803,7.38
77,0,2005,10.345,11.979,2047.74,2988340000.0,831.205,14.6303,16.9,67.82,125.15,7.29
77,0,2004,10.263,11.894,1960.91,2598230000.0,720.941,10.6294,18.0,67.665,125.499,8.17
77,0,2003,10.305,11.815,2101.93,1980900000.0,548.29,7.40754,19.6,67.521,125.853,7.95
77,0,2002,10.494,11.759,1872.45,1661820000.0,458.678,3.78724,21.5,67.362,126.164,6.8
77,0,2001,10.832,11.729,1804.51,1480670000.0,407.735,1.48781,23.7,67.185,126.457,7.29
77,0,2000,11.298,11.715,1638.1,1288430000.0,354.004,1.28285,26.0,67.006,126.74,8.46
77,0,1999,11.847,11.698,1742.53,1170780000.0,321.026,0.600695,28.2,66.852,126.91,11.14
77,0,1998,12.426,11.656,1859.43,1698720000.0,465.054,0.260818,29.8,66.752,127.065,10.0
77,0,1997,13.001,11.575,1863.06,1930080000.0,528.18,0.0281288,31.0,66.722,127.072,7.9
77,0,1996,13.565,11.452,1979.42,1695120000.0,462.17,0.0046439,31.4,66.761,127.498,7.9
77,0,1995,14.153,11.29,2094.37,1752980000.0,476.988,0.00345722,31.3,66.867,127.754,5.3
78,4,2014,26.053,6.296,2006.39,12226500000.0,4158.53,19.9424,16.7,68.863,1.8925,4.798
78,4,2013,26.026,6.331,1893.96,12582100000.0,4366.08,17.7,17.7,68.566,1.85496,4.231
78,4,2012,25.776,6.388,1588.13,12292800000.0,4351.89,16.4,18.8,68.217,1.81821,3.905
78,4,2011,25.318,6.468,1495.83,10409800000.0,3757.56,12.5,20.2,67.818,1.78323,4.769
78,4,2010,24.665,6.562,1488.66,7189480000.0,2643.29,10.2,22.0,67.38,1.75075,6.549
78,4,2009,23.843,6.66,1377.82,4583850000.0,1714.36,10.0,23.9,66.916,1.72108,5.86
78,4,2008,22.916,6.756,1423.69,5623220000.0,2136.56,9.8,26.1,66.447,1.69411,5.565
78,4,2007,21.958,6.843,1332.78,4235000000.0,1632.73,9.0,28.4,65.985,1.6696,7.2
78,4,2002,18.969,7.335,1096.89,1396560000.0,571.593,2.03957,42.3,63.777,1.57269,6.2
78,4,2001,19.009,7.498,1071.26,1268000000.0,524.055,1.65324,45.6,63.319,1.55745,5.972
78,4,2000,19.307,7.688,1053.63,1136900000.0,474.217,1.25565,48.8,62.869,1.54318,6.074
78,4,1999,19.853,7.899,1042.41,1057410000.0,444.995,0.508472,52.0,62.446,1.52954,6.035
78,4,1998,20.608,8.123,1068.49,1124440000.0,477.335,0.145811,55.1,62.063,1.5163,5.921
78,4,1997,21.532,8.352,1057.91,1180930000.0,505.594,0.112743,58.0,61.73,1.50347,5.91
78,4,1996,22.605,8.585,1085.66,1345720000.0,580.911,0.0181607,60.9,61.447,1.49114,5.913
78,4,1995,23.841,8.817,1090.94,1452170000.0,631.92,0.00881123,63.6,61.211,1.4792,5.858
79,0,2014,11.893,10.276,4612.34,4587930000.0,7378.35,61.0,3.5,76.297,46.2312,17.997
79,0,2013,11.987,10.208,4574.96,4464260000.0,7186.43,60.31,4.0,76.089,46.1864,19.496
79,0,2012,12.125,10.177,5415.72,4087730000.0,6586.72,56.8388,4.6,75.823,46.1413,19.975
79,0,2011,12.305,10.18,5741.2,4538200000.0,7318.74,35.6115,5.1,75.505,46.1025,19.671
79,0,2010,12.513,10.21,5419.52,4139190000.0,6682.28,37.5,5.8,75.151,46.0541,19.649
79,0,2009,12.729,10.25,5010.56,4159330000.0,6727.11,35.1,6.5,74.784,45.9698,19.09
79,0,2008,12.93,10.283,6287.19,4545670000.0,7367.75,32.9,7.2,74.43,45.8713,17.15
79,0,2007,13.1,10.293,6564.64,3680710000.0,5976.39,30.8,7.9,74.115,45.79,19.4
79,0,2006,13.235,10.273,6451.77,2721900000.0,4425.68,28.9,8.7,73.85,45.7268,6.854
79,0,2005,13.333,10.223,6314.91,2257170000.0,3674.62,27.1,9.5,73.642,45.67,6.854
80,1,2014,20.684,5.142,904.442,110000000000.0,3171.7,56.8,22.9,75.477,76.6129,9.7
80,1,2013,20.964,5.163,881.429,107000000000.0,3121.68,56.0,24.0,75.227,75.5449,9.23
80,1,2012,21.139,5.181,876.845,98266300000.0,2912.66,55.4161,25.2,74.97,74.4833,8.99
80,1,2011,21.214,5.199,825.823,101000000000.0,3046.95,46.1075,26.3,74.696,73.4525,8.91
80,1,2010,21.21,5.225,775.955,93216700000.0,2839.93,52.0,27.5,74.382,72.4701,9.09
80,1,2009,21.158,5.269,745.715,92897300000.0,2866.92,41.3,28.8,74.003,71.5418,8.96
80,1,2008,21.105,5.339,733.524,92507300000.0,2890.36,33.1,30.0,73.546,70.6628,9.57
80,1,2007,21.086,5.436,717.277,79041300000.0,2499.26,21.5,31.3,73.009,69.8267,9.56
80,1,2006,21.123,5.559,688.175,68640800000.0,2196.01,19.7712,32.7,72.403,69.0224,9.67
80,1,2005,21.218,5.701,634.465,62343000000.0,2018.03,15.0844,34.0,71.746,68.2401,11.01
80,1,2004,21.361,5.852,612.282,59626000000.0,1952.9,11.6079,35.5,71.067,67.4775,10.83
80,1,2003,21.533,5.998,581.643,52064100000.0,1725.46,3.35337,36.9,70.399,66.7329,11.92
80,1,2002,21.727,6.13,536.008,42236800000.0,1416.49,2.37325,38.5,69.769,65.9977,11.59
80,1,2001,21.953,6.246,524.92,39459600000.0,1339.29,1.37144,40.0,69.193,65.2618,12.46
80,1,2000,22.236,6.341,490.038,38857300000.0,1334.94,0.693791,41.7,68.684,64.5164,13.58
80,1,1999,22.607,6.417,453.339,41632000000.0,1447.97,0.175595,43.5,68.245,63.7587,13.94
80,1,1998,23.085,6.48,479.857,41806200000.0,1472.39,0.142301,45.3,67.86,62.9855,13.759
80,1,1997,23.677,6.54,451.169,39147800000.0,1396.77,0.0216352,47.3,67.508,62.1881,13.728
80,1,1996,24.375,6.604,433.802,43161500000.0,1561.13,0.00567544,49.3,67.175,61.3567,13.977
80,1,1995,25.155,6.678,431.129,39030300000.0,1432.31,0.00371049,51.3,66.846,60.4845,13.629
81,2,2014,38.993,10.628,478.921,16961100000.0,645.249,9.23631,61.2,56.062,33.4268,3.184
81,2,2013,39.396,11.24,451.044,16018800000.0,626.698,7.29394,63.1,54.949,32.5043,3.234
81,2,2012,39.816,11.832,459.967,15265300000.0,613.984,6.0,65.7,53.931,31.6166,3.28
81,2,2011,40.254,12.387,454.367,13131200000.0,542.891,4.3,68.5,72.653,30.758,3.734
81,2,2010,40.715,12.89,453.306,10154200000.0,431.515,4.17,72.3,72.653,29.9239,3.816
81,2,2009,41.203,13.336,443.771,10911700000.0,476.603,2.68,73.6,72.653,29.1141,3.73
81,2,2008,41.713,13.735,443.425,11494800000.0,516.005,1.56,76.9,72.653,28.328,3.239
81,2,2007,42.234,14.099,459.828,9366740000.0,432.179,0.91,79.9,72.653,27.5609,3.195
81,2,2006,42.751,14.436,459.011,8312080000.0,394.309,0.842954,16.1,72.653,26.8065,3.291
81,2,2005,43.243,14.755,451.012,7723850000.0,376.885,0.854357,16.1,72.653,26.0611,3.414
81,2,2004,43.687,15.072,448.908,6831810000.0,343.125,0.679448,16.1,72.653,25.3193,3.407
81,2,2003,44.067,15.396,374.474,5597370000.0,289.552,0.419539,16.1,72.653,24.5824,3.135
81,2,2002,44.375,15.734,265.773,5031510000.0,268.145,0.259613,16.1,72.653,23.8614,2.952
81,2,2001,44.607,16.09,277.359,4766930000.0,261.605,0.160032,16.1,72.653,23.1719,2.893
81,2,2000,44.769,16.462,125.622,5016470000.0,283.225,0.109593,16.1,72.653,22.5234,2.649
81,2,1999,44.876,16.843,69.2407,5302530000.0,307.497,0.0562506,16.1,72.653,21.9286,2.594
81,2,1998,44.947,7.9,49.0664,4873240000.0,289.833,0.0201971,16.1,72.653,21.3815,2.683
81,2,1997,45.001,7.9,54.4606,4227270000.0,257.805,0.0118426,16.1,72.653,20.8515,2.7
81,2,1996,45.045,7.9,45.8634,3523840000.0,220.786,0.00304298,16.1,72.653,20.2961,2.731
82,4,2014,18.264,8.377,215.299,65446200000.0,1251.82,11.52,42.0,65.378,80.0527,0.793
82,4,2013,18.544,8.48,185.372,60269700000.0,1162.33,8.0,43.5,64.921,79.3968,0.838
82,4,2012,18.889,8.598,156.009,59937800000.0,1165.79,4.0,45.1,64.453,78.7165,0.87
82,4,2011,19.301,8.726,154.381,59977300000.0,1176.24,0.98,46.8,63.983,78.052,0.895
82,4,2010,19.782,8.858,124.306,49540800000.0,979.052,0.25,48.5,63.525,77.4589,0.91
82,4,2009,20.33,8.989,99.3625,36906200000.0,734.446,0.22,50.3,63.089,76.9178,0.909
82,4,2008,20.925,9.116,94.1525,31862600000.0,638.149,0.22,56.3,62.678,76.4257,0.788
82,4,2007,21.542,9.236,89.4572,20182500000.0,406.729,0.217128,53.8,62.294,75.9295,0.837
82,4,2006,22.16,9.347,88.3348,14502600000.0,294.163,0.182048,55.5,61.938,75.445,0.946
82,4,2005,22.746,9.447,74.852,11987000000.0,244.882,0.0652389,57.1,61.607,74.9203,1.065
82,4,2004,23.271,9.538,80.5115,10567400000.0,217.594,0.0243374,58.8,61.294,74.3235,1.136
82,4,2003,23.72,9.622,79.9395,10467100000.0,217.39,0.0240641,60.4,60.989,73.674,1.208
82,4,2002,24.089,9.703,73.0365,6777630000.0,142.082,0.000426494,62.0,60.685,72.9904,1.237
82,4,2001,24.377,9.783,68.3746,6477790000.0,137.168,0.000289277,63.5,60.377,72.2605,1.203
83,2,2014,30.192,9.009,1652.57,12786100000.0,5624.14,14.84,34.4,61.425,2.7614,18.521
83,2,2013,30.391,9.458,1692.4,12717800000.0,5694.08,13.9,35.3,60.513,2.71291,19.028
83,2,2012,30.499,10.012,1660.76,13016300000.0,5930.55,12.9414,36.6,59.387,2.66587,16.771
83,2,2011,30.52,10.652,1610.79,12409600000.0,5753.99,12.0,36.1,58.085,2.61961,19.64
83,2,2010,30.448,11.342,1586.22,11282200000.0,5324.62,11.6,36.3,56.665,2.57367,6.854
83,2,2009,30.28,12.039,1583.34,8876190000.0,4265.26,6.5,38.0,55.207,2.52772,6.854
83,2,2008,30.041,12.687,1638.94,8486720000.0,4153.25,5.329,37.7,53.817,2.48199,19.989
83,2,2007,29.769,13.234,1606.27,8740870000.0,4356.24,4.83561,38.9,72.653,2.43719,20.539
83,2,2006,29.508,13.647,1606.54,7835040000.0,3974.52,4.39887,40.0,72.653,2.39444,6.854
83,2,2005,29.321,13.89,1521.42,7121390000.0,3674.0,4.01005,42.3,72.653,2.35436,6.854
83,2,2004,29.273,13.943,1453.55,6480440000.0,3396.91,3.80472,45.6,72.653,2.31722,6.854
83,2,2003,29.398,13.826,1169.7,4811990000.0,2560.77,3.35984,46.6,72.653,2.28245,6.854
83,2,2002,29.71,13.566,1127.18,3275670000.0,1769.18,2.6337,46.9,72.653,2.24893,6.854
83,2,2001,30.208,13.18,1090.11,3476450000.0,1906.29,2.41698,47.0,72.653,2.2151,20.398
83,2,2000,30.866,12.685,1052.06,3833990000.0,2136.44,1.64474,47.2,72.653,2.17976,20.3
83,2,1999,31.641,12.102,1156.56,3818950000.0,2165.11,0.336218,47.2,72.653,2.14245,6.854
83,2,1998,32.465,11.461,1086.25,3826530000.0,2209.77,0.286745,47.2,54.462,2.10332,6.854
83,2,1997,33.28,10.806,990.558,4102650000.0,2416.12,0.0587507,47.1,55.806,2.0625,6.854
83,2,1996,34.056,10.175,1034.64,3945340000.0,2371.88,0.00903215,47.0,57.179,2.0204,6.854
83,2,1995,34.773,9.614,953.396,3942480000.0,2421.87,0.00617205,46.9,58.479,1.97727,6.854
84,5,2014,21.18,6.555,146.468,20003000000.0,743.413,15.44,31.1,69.168,187.701,1.458
84,5,2013,21.523,6.611,136.638,19271200000.0,715.924,13.3,32.5,68.806,187.778,1.55
84,5,2012,21.879,6.672,120.897,18851500000.0,698.466,11.1493,34.0,68.426,188.279,1.582
84,5,2011,22.262,6.74,115.822,18913600000.0,699.429,9.0,35.6,68.028,188.639,1.523
84,5,2010,22.692,6.815,102.542,16002700000.0,592.401,7.93,37.3,67.611,188.442,1.522
84,5,2009,23.189,6.897,96.9367,12855000000.0,478.173,1.97,39.0,67.178,187.538,1.568
84,5,2008,23.767,6.989,83.4753,12545400000.0,470.456,1.73,40.9,66.727,186.024,1.336
84,5,2007,24.434,7.095,87.6336,10325600000.0,391.38,1.41,42.8,66.26,184.043,1.382
84,5,2006,25.196,7.218,83.8234,9043720000.0,346.945,1.14139,44.9,65.773,181.84,1.549
84,5,2005,26.061,7.363,77.065,8130260000.0,315.806,0.826551,47.1,65.264,179.592,1.702
84,5,2004,27.037,7.534,74.4315,7273940000.0,286.158,0.449844,49.4,64.729,177.324,1.805
84,5,2003,28.105,7.733,70.5318,6330470000.0,252.402,0.382811,51.8,64.165,174.962,1.887
84,5,2002,29.236,7.963,67.5413,6050880000.0,244.721,0.312956,54.3,63.57,172.484,1.871
84,5,2001,30.398,8.225,64.484,6007060000.0,246.726,0.240015,57.0,62.945,169.844,1.863
84,5,2000,31.547,8.518,58.811,5494250000.0,229.49,0.204652,59.9,62.288,167.012,1.82
84,5,1999,32.64,8.843,54.9554,5033640000.0,214.107,0.146669,63.0,61.6,164.405,1.85
84,5,1998,33.645,9.194,49.1806,4856260000.0,210.611,0.0643936,66.1,60.884,161.244,1.713
84,5,1997,34.542,9.57,46.4915,4918690000.0,217.788,0.0219989,69.4,60.144,157.935,1.731
84,5,1996,35.321,9.969,46.174,4521580000.0,204.686,0.00451047,72.9,59.383,154.478,1.698
84,5,1995,35.985,10.391,43.8449,4401100000.0,203.981,0.000924878,76.5,58.6,150.882,1.697
84,5,1994,36.553,10.838,41.253,4066780000.0,193.28,0.0,80.3,57.793,147.139,1.748
84,5,1993,37.062,11.309,38.4578,3660040000.0,178.626,0.0,16.1,56.964,143.287,1.672
84,5,1992,37.542,11.803,37.0142,3401210000.0,170.587,0.0,16.1,56.118,139.429,1.575
84,5,1991,38.005,12.314,37.2059,3921480000.0,202.081,0.0,16.1,55.262,135.703,1.583
85,0,2014,10.4,8.3,6712.77,45810600000.0,4351.89,8.1,3.5,81.7073,73.6825,7.416
85,0,2013,10.2,8.4,6833.91,45810600000.0,4351.89,8.1,3.5,81.3049,73.6825,7.243
85,0,2012,10.5,8.4,6876.59,45810600000.0,4351.89,8.1,3.6,81.1049,73.6825,5.821
85,0,2011,10.8,8.1,7060.05,45810600000.0,4351.89,8.1,3.7,81.2049,73.6825,4.977
85,0,2010,11.1,8.2,7006.27,45810600000.0,4351.89,90.72,3.8,80.7024,73.6825,4.45
85,0,2009,11.2,8.1,6856.28,45810600000.0,4351.89,89.63,3.9,80.5488,73.6825,3.413
85,0,2008,11.2,8.2,7173.05,45810600000.0,4351.89,87.42,4.0,80.2512,73.6825,2.75
85,0,2007,11.1,8.1,7157.38,45810600000.0,4351.89,85.82,4.1,80.0976,73.6825,3.179
85,0,2006,11.3,8.3,7025.83,45810600000.0,4351.89,83.7,4.3,79.6976,73.6825,3.905
85,0,2005,11.5,8.4,6912.37,45810600000.0,4351.89,81.0,4.5,79.3463,73.6825,4.723
85,0,2004,11.9,8.4,6882.97,45810600000.0,4351.89,68.52,4.6,79.0951,73.6825,4.646
85,0,2003,12.3,8.7,6695.72,45810600000.0,35672.2,64.35,4.8,78.4927,73.6825,3.593
85,0,2002,12.5,8.8,6641.74,472000000000.0,29204.0,61.29,4.9,78.2927,73.6825,2.554
85,0,2001,12.6,8.7,6599.27,431000000000.0,26873.3,49.3731,5.0,78.1902,73.6825,2.119
85,0,2000,13.0,8.8,6507.11,416000000000.0,26149.4,43.9844,5.1,77.9878,73.6825,2.725
85,0,1999,12.7,8.9,6349.32,447000000000.0,28263.1,39.176,5.2,77.8366,73.6825,3.622
85,0,1998,12.7,8.8,6257.89,438000000000.0,27885.8,22.2438,5.3,77.8829,73.6825,4.394
