Codigo Pais,Region,Año,Tasa de natalidad,Tasa de mortalidad,Consumo de energía eléctrica (kWh per cápita),PIB (USD),PIB per cápita (USD),Personas que utilizan Internet (% de la población),Tasa de mortalidad infantil,Esperanza de vida al nacer (años),Densidad de población (habitantes por km2 de superficie terrestre),Desempleo (% de la fuerza laboral total)
29,0,2006,9.33,11.341,3744.47,50404400000.0,11691.6,37.98,5.5,75.8368,77.04,11.13
29,0,2005,9.563,11.656,3582.25,45347200000.0,10521.0,33.14,5.8,75.2446,77.0219,12.598
29,0,2004,9.1,11.2,3429.35,41523400000.0,9646.29,30.91,6.0,75.5202,76.9228,13.664
29,0,2003,8.9,11.8,3257.89,34667300000.0,8055.79,22.75,6.3,74.6139,76.9701,13.924
29,0,2002,9.0,11.4,3191.41,26868500000.0,6245.32,17.76,6.6,74.7173,76.9482,15.053
29,0,2001,9.2,11.2,2993.27,23289700000.0,5416.65,11.5586,6.9,74.5129,76.9029,15.822
29,0,2000,9.8,11.2,2828.82,21774300000.0,4873.05,6.64488,7.2,72.8078,79.9195,16.064
29,0,1999,10.0,11.5,2778.89,23386900000.0,5182.59,4.40536,7.4,72.642,80.7118,13.559
29,0,1998,10.4,11.5,2631.43,25432100000.0,5611.52,3.27322,7.7,72.3171,81.0613,11.392
29,0,1997,12.2,11.5,2609.97,23822100000.0,5253.03,1.72961,8.0,72.4951,81.0096,9.71
29,0,1996,11.8,11.1,2405.04,23678000000.0,5195.85,0.858982,8.3,72.3654,81.4058,9.68
29,0,1995,10.9,10.9,2314.7,22387600000.0,4845.76,0.514029,8.6,72.0844,82.6333,10.111
30,3,2014,10.992,8.338,1450.88,80656000000.0,7133.34,29.0702,4.2,78.521,108.699,2.7
30,3,2013,11.108,8.175,1435.56,77148000000.0,6837.71,27.93,4.3,78.485,108.259,3.29
30,3,2012,11.168,8.015,1379.22,73141000000.0,6497.32,21.2,4.4,78.446,105.751,3.46
30,3,2011,11.179,7.862,1332.51,68990000000.0,6139.72,16.0173,4.6,78.4,105.15,3.18
30,3,2010,11.16,7.721,1303.16,64328000000.0,5730.35,15.9,4.7,78.338,105.466,2.5
30,3,2009,11.14,7.597,1334.76,62080000000.0,5529.67,14.33,4.9,78.256,105.475,1.67
30,3,2008,11.149,7.491,1323.4,60806300000.0,5411.27,12.94,5.0,78.15,105.571,1.583
30,3,2007,11.21,7.406,1302.45,58603900000.0,5208.72,11.69,5.2,78.019,105.704,1.788
30,3,2006,11.335,7.34,1227.22,52742800000.0,4683.57,11.1596,5.4,77.864,105.809,1.913
30,3,2005,11.527,7.291,1155.08,42643800000.0,3786.66,9.73806,5.6,77.688,105.802,1.95
30,3,2004,11.784,7.256,1175.34,38203000000.0,3395.71,8.40798,5.8,77.499,105.727,1.854
30,3,2003,12.085,7.228,1193.41,35901200000.0,3197.13,5.24127,6.0,77.303,105.537,2.33
30,3,2002,12.409,7.204,1185.13,33590500000.0,2999.25,3.77059,6.2,77.105,105.27,3.31
30,3,2001,12.743,7.182,1157.85,31682400000.0,2837.74,1.07975,6.5,76.905,103.954,4.08
30,3,2000,13.069,7.165,1137.92,30565400000.0,2747.1,0.541183,6.8,76.699,103.598,5.45
30,3,1999,13.365,7.156,1080.5,28364600000.0,2558.9,0.314691,7.1,76.475,103.209,6.26
30,3,1998,13.628,7.16,1045.41,25736300000.0,2331.47,0.226699,7.4,76.23,102.781,6.23
30,3,1997,13.861,7.174,1040.24,25365900000.0,2308.15,0.0682202,7.7,75.964,102.325,7.1
30,3,1996,14.074,7.195,974.469,25017400000.0,2286.93,0.031949,8.1,75.686,101.856,7.61
30,3,1995,14.302,7.215,919.339,30429800000.0,2794.74,9.17e-05,8.5,75.412,101.38,8.27
31,0,2014,11.143,6.799,3624.97,23364700000.0,27407.2,69.33,2.3,80.178,124.706,16.088
31,0,2013,11.255,6.772,3587.83,24084600000.0,27942.3,65.4548,2.4,79.999,123.795,15.871
31,0,2012,11.353,6.758,4035.08,25041400000.0,28984.9,60.6899,2.6,79.812,122.84,11.795
31,0,2011,11.441,6.753,4239.74,27427000000.0,32233.6,56.8599,2.7,79.621,121.735,7.856
31,0,2010,11.517,6.756,4585.61,25562300000.0,30818.5,52.99,2.9,79.43,120.413,6.263
31,0,2009,11.577,6.763,4577.07,25942700000.0,32105.9,49.81,3.1,79.245,118.84,5.364
31,0,2008,11.626,6.772,4554.52,27839700000.0,35391.0,42.31,3.3,79.071,117.052,3.655
31,0,2007,11.674,6.779,4377.12,23968800000.0,31244.9,40.77,3.6,78.91,115.12,3.922
31,0,2006,11.733,6.783,4238.14,20072800000.0,26729.3,35.83,3.8,78.764,113.15,4.543
31,0,2005,11.821,6.787,4099.6,18433400000.0,24959.3,32.81,4.1,78.63,111.219,5.304
31,0,2004,11.957,6.791,3946.92,17320600000.0,23792.6,33.83,4.4,78.506,109.352,4.333
31,0,2003,12.153,6.798,3918.22,14547300000.0,20252.2,30.09,4.7,78.385,107.528,4.135
31,0,2002,12.421,6.811,3703.31,11420200000.0,16093.2,28.32,5.0,78.264,105.732,3.299
31,0,2001,12.765,6.828,3455.26,10397900000.0,14821.4,18.8188,5.3,78.139,103.926,3.984
31,0,2000,13.2,6.847,3373.3,9985840000.0,14388.3,15.2554,5.7,78.009,102.088,4.967
31,0,1999,13.731,6.865,3178.03,10497900000.0,15287.9,11.3424,6.1,77.875,100.221,5.7
31,0,1998,14.347,6.88,3097.83,10248600000.0,15092.8,8.89054,6.5,77.738,98.3444,5.047
31,0,1997,15.023,6.889,2866.95,9547820000.0,14234.2,4.37827,7.0,77.598,96.4491,4.515
31,0,1996,15.735,6.895,2816.5,10011900000.0,15139.2,0.673344,7.5,77.456,94.5263,3.998
31,0,1995,16.446,6.898,2784.72,9933140000.0,15261.4,0.410121,7.9,77.312,92.5739,3.512
31,0,1994,17.121,6.902,3058.14,7425700000.0,11617.7,0.111035,8.4,77.166,90.5963,3.035
31,0,1993,17.731,6.911,3004.59,6590290000.0,10526.1,0.0563675,8.9,77.017,88.6089,2.581
31,0,1992,18.259,6.928,2837.83,6912150000.0,11310.1,0.0500604,9.3,76.866,86.6462,2.09
32,0,2014,10.4,10.0,6258.89,208000000000.0,19744.6,74.2317,2.5,78.8244,136.303,6.108
32,0,2013,10.2,10.4,6284.79,209000000000.0,19916.0,74.1104,2.5,78.1756,136.16,6.953
32,0,2012,10.3,10.3,6304.57,207000000000.0,19729.9,73.43,2.5,78.0756,136.097,6.978
32,0,2011,10.4,10.2,6298.73,228000000000.0,21717.5,70.49,2.6,77.8732,135.889,6.711
32,0,2010,11.2,10.2,6348.42,207000000000.0,19808.1,68.82,2.7,77.4244,135.609,7.279
32,0,2009,11.3,10.3,6139.35,206000000000.0,19741.6,64.43,2.8,77.078,135.197,6.662
32,0,2008,11.5,10.1,6489.13,236000000000.0,22698.9,62.97,3.0,76.9756,134.429,4.392
32,0,2007,11.1,10.2,6518.22,189000000000.0,18373.6,51.93,3.2,76.7244,133.318,5.32
32,0,2006,10.3,10.2,6528.53,155000000000.0,15183.6,47.93,3.4,76.5244,132.542,7.148
32,0,2005,10.0,10.6,6357.42,136000000000.0,13346.2,35.27,3.5,75.9244,132.167,7.927
32,0,2004,9.6,10.5,6230.4,119000000000.0,11685.9,35.5,3.7,75.722,131.984,8.21
32,0,2003,9.2,10.9,6074.85,99627100000.0,9773.12,34.3,3.9,75.1707,131.927,7.544
32,0,2002,9.1,10.6,5894.23,81910800000.0,8032.9,23.93,4.1,75.222,131.965,7.019
32,0,2001,8.9,10.5,5892.17,67523600000.0,6609.21,14.6972,4.3,75.1732,132.22,7.991
32,0,2000,8.9,10.6,5703.82,61649500000.0,6011.62,9.78053,4.5,74.9683,132.717,8.762
32,0,1999,8.7,10.7,5493.85,64867500000.0,6307.7,6.8328,4.8,74.6683,133.09,8.489
32,0,1998,8.8,10.6,5604.81,66490400000.0,6458.9,3.89591,5.2,74.5146,133.226,5.904
32,0,1997,8.8,10.9,5660.06,61792200000.0,5996.83,2.9157,5.8,73.8249,133.352,4.271
32,0,1996,8.8,10.9,5729.39,66985800000.0,6493.86,1.94038,6.4,73.7146,133.496,3.894
32,0,1995,9.3,11.4,5470.67,59775700000.0,5788.15,1.45358,7.1,73.0749,133.652,4.024
32,0,1994,10.3,11.4,5186.97,47554700000.0,4601.95,1.25922,7.9,72.9727,133.733,4.296
32,0,1993,11.7,11.4,5032.4,40614400000.0,3931.74,0.58132,8.6,72.7678,133.685,4.32
33,0,2014,10.1,9.1,5858.8,353000000000.0,4351.89,8.1,3.5,80.7,134.4,6.589
33,0,2013,10.0,9.3,6039.43,344000000000.0,4351.89,8.1,3.5,80.3,133.721,6.997
33,0,2012,10.4,9.4,6038.55,327000000000.0,4351.89,8.1,3.4,80.0512,133.164,7.526
33,0,2011,10.6,9.4,6165.97,344000000000.0,4351.89,89.81,3.4,79.8,131.289,7.573
33,0,2010,11.4,9.8,6327.51,322000000000.0,4351.89,88.72,3.5,79.1,130.749,7.464
33,0,2009,11.4,9.9,6219.7,321000000000.0,4351.89,86.84,3.5,78.5976,130.17,6.007
33,0,2008,11.8,9.9,6534.12,353000000000.0,4351.89,85.02,3.6,78.4463,129.475,3.434
33,0,2007,11.7,10.2,6668.39,319000000000.0,4351.89,85.03,3.7,78.1951,128.716,3.801
33,0,2006,12.0,10.2,6824.75,283000000000.0,4351.89,86.65,3.9,78.0951,128.147,3.897
33,0,2005,11.9,10.1,6659.0,264000000000.0,4351.89,82.74,4.0,77.8439,127.726,4.83
33,0,2004,12.0,10.3,6615.57,251000000000.0,4351.89,80.93,4.2,77.4927,127.375,5.204
33,0,2003,12.0,10.7,6602.64,218000000000.0,4351.89,76.26,4.3,77.1439,127.046,5.398
33,0,2002,11.9,10.9,6533.75,179000000000.0,33228.7,64.25,4.4,76.8951,126.701,4.274
33,0,2001,12.2,10.9,6490.09,165000000000.0,30751.7,42.9575,4.5,76.7927,126.297,4.164
33,0,2000,12.6,10.9,6482.49,164000000000.0,30743.5,39.1724,4.6,76.5927,125.845,4.476
33,0,1999,12.4,11.1,6508.51,178000000000.0,33440.8,30.592,4.7,76.3415,125.425,5.141
33,0,1998,12.5,11.0,6504.26,177000000000.0,33368.1,22.6687,4.8,76.139,125.011,5.039
33,0,1997,12.8,11.3,6607.2,174000000000.0,32835.9,11.382,5.0,75.9451,124.558,5.4
33,0,1996,12.9,11.6,6646.69,188000000000.0,35650.7,5.71499,5.2,75.5915,124.041,6.844
33,0,1995,13.3,12.1,6424.54,185000000000.0,35351.4,3.82566,5.4,75.2127,123.341,6.992
33,0,1994,13.4,11.7,6539.54,156000000000.0,29995.6,1.34431,5.7,75.3751,122.7,8.036
33,0,1993,13.0,12.1,6306.87,143000000000.0,27598.0,0.57833,6.1,75.1168,122.287,10.719
33,0,1992,13.1,11.8,6236.26,153000000000.0,29569.7,0.386914,6.5,75.1941,121.88,9.027
33,0,1991,12.5,11.6,6217.34,139000000000.0,27011.4,0.194057,7.0,75.1578,121.592,9.099
34,3,2014,20.547,6.068,1615.52,66065000000.0,6499.15,49.58,26.6,73.003,210.416,6.719
34,3,2013,20.761,6.058,1551.72,62661800000.0,6236.1,45.9,27.1,72.763,207.995,7.352
34,3,2012,20.969,6.048,1499.36,60657800000.0,6107.98,42.32,27.5,72.523,205.566,6.722
34,3,2011,21.178,6.039,1428.08,57811200000.0,5891.16,38.0,27.9,72.284,203.13,6.087
34,3,2010,21.398,6.03,1394.83,53982900000.0,5568.05,31.4,28.2,72.046,200.686,5.212
34,3,2009,21.636,6.022,1325.71,48376600000.0,5051.47,27.72,28.5,71.806,198.235,5.467
34,3,2008,21.896,6.018,1377.87,48289000000.0,5105.58,20.82,28.9,71.559,195.779,4.764
34,3,2007,22.182,6.019,1359.05,44169700000.0,4729.66,17.66,29.2,71.304,193.311,5.158
34,3,2006,22.496,6.025,1330.23,38116400000.0,4134.68,14.8449,29.6,71.041,190.824,5.655
34,3,2005,22.836,6.035,1234.66,36119000000.0,3970.32,11.4832,30.0,70.771,188.31,6.587
34,3,2004,23.196,6.048,1128.54,22692600000.0,2528.58,8.86555,30.5,70.499,185.768,6.303
34,3,2003,23.572,6.064,1365.26,21642900000.0,2445.44,7.89839,31.0,70.227,183.198,6.938
34,3,2002,23.959,6.08,1390.38,27362900000.0,3136.16,6.82373,31.6,69.957,180.604,6.779
34,3,2001,24.356,6.098,1288.23,25599300000.0,2977.15,4.42939,32.3,69.69,177.988,7.262
34,3,2000,24.771,6.117,1327.77,24305100000.0,2869.11,3.70469,33.1,69.429,175.353,6.432
34,3,1999,25.211,6.137,1280.79,22137600000.0,2653.34,1.10474,34.0,69.175,172.703,6.458
34,3,1998,25.683,6.158,1101.23,21672500000.0,2638.35,0.233914,35.0,68.925,170.036,6.3
34,3,1997,26.184,6.184,643.214,20017900000.0,2476.11,0.142688,36.2,68.677,167.344,6.524
34,3,1996,26.707,6.214,639.526,18241700000.0,2293.76,0.0749871,37.4,68.425,164.619,6.504
34,3,1995,27.239,6.251,501.711,16598700000.0,2122.8,0.0172336,38.8,68.164,161.856,6.491
35,3,2014,20.645,5.096,1376.39,102000000000.0,6377.09,45.5904,13.4,75.923,64.2287,3.48
35,3,2013,20.848,5.094,1329.37,95129700000.0,6056.33,40.2791,13.8,75.707,63.2448,3.083
35,3,2012,21.049,5.089,1277.04,87924500000.0,5682.05,35.1351,14.4,75.495,62.3051,3.235
35,3,2011,21.253,5.082,1212.03,79276700000.0,5200.56,31.3668,15.0,75.289,61.3782,3.458
35,3,2010,21.471,5.072,1137.96,69555400000.0,4633.59,29.03,15.7,75.089,60.441,4.088
35,3,2009,21.712,5.059,1104.95,62519700000.0,4231.62,24.6,16.4,74.895,59.4879,4.608
35,3,2008,21.982,5.047,1077.41,61762600000.0,4249.02,18.8,17.1,74.705,58.5269,3.917
35,3,2007,22.287,5.037,952.817,51007800000.0,3567.84,10.8,17.9,74.514,57.5638,3.142
35,3,2006,22.631,5.032,862.484,46802000000.0,3328.88,7.2,18.6,74.319,56.6089,3.55
35,3,2005,23.019,5.033,794.526,41507100000.0,3002.14,5.99426,19.4,74.112,55.6686,3.779
35,3,2004,23.455,5.042,823.822,36591700000.0,2691.28,4.83444,20.1,73.887,54.7447,5.002
35,3,2003,23.933,5.062,715.799,32432900000.0,2425.85,4.46023,21.0,73.641,53.8318,5.662
35,3,2002,24.441,5.091,688.479,28548900000.0,2172.1,4.2608,21.9,73.371,52.921,4.925
35,3,2001,24.97,5.131,646.861,24468300000.0,1894.62,2.67044,23.0,73.078,51.9998,4.252
35,3,2000,25.503,5.182,634.881,18327800000.0,1445.28,1.46219,24.3,72.761,51.0594,4.799
35,3,1999,26.022,5.241,634.78,19645300000.0,1578.93,0.823372,25.7,72.425,50.0971,5.006
35,3,1998,26.517,5.308,686.563,27981900000.0,2293.89,0.125273,27.3,72.075,49.116,4.857
35,3,1997,26.981,5.382,654.732,28162100000.0,2356.37,0.110218,29.0,71.716,43.171,4.988
35,3,1996,27.413,5.462,612.142,25226400000.0,2155.52,0.0861613,30.8,71.348,42.2741,4.981
35,3,1995,27.82,5.551,552.151,24432900000.0,2132.91,0.0438336,32.8,70.972,41.3784,4.921
35,3,1994,28.214,5.65,549.875,22708700000.0,2026.11,0.0348336,34.7,70.587,40.4855,4.847
35,3,1993,28.611,5.759,517.358,18938700000.0,1727.75,0.0164008,36.7,70.189,39.595,4.718
35,3,1992,29.025,5.881,522.483,18094200000.0,1688.51,0.00511803,38.5,69.777,38.7087,4.465
36,1,2014,28.475,6.027,1683.21,306000000000.0,3378.83,33.8946,20.8,71.117,90.838,13.105
36,1,2013,28.518,6.081,1684.91,289000000000.0,3264.38,29.4,21.5,70.928,88.8087,13.154
36,1,2012,28.308,6.132,1685.47,279000000000.0,3232.65,26.4,22.4,70.736,86.8173,12.597
36,1,2011,27.871,6.178,1685.82,236000000000.0,2791.95,25.6,23.3,70.543,84.9156,11.849
36,1,2010,27.266,6.218,1576.04,219000000000.0,2644.82,21.6,24.2,70.349,83.1395,8.757
36,1,2009,26.584,6.252,1537.26,189000000000.0,2329.24,20.0,25.2,70.159,81.5056,9.087
36,1,2008,25.93,6.283,1470.56,163000000000.0,2044.53,18.01,26.2,69.971,80.0001,8.517
36,1,2007,25.393,6.313,1424.57,130000000000.0,1667.84,16.03,27.3,69.788,78.5897,8.8
36,1,2006,25.024,6.342,1333.29,107000000000.0,1398.19,13.66,28.4,69.608,77.225,10.49
36,1,2005,24.849,6.371,1261.96,89685700000.0,1187.52,12.75,29.5,69.434,75.8688,11.2
36,1,2004,24.864,6.398,1190.27,78845200000.0,1063.0,11.92,30.8,69.271,74.5111,10.32
36,1,2003,25.015,6.425,1146.64,82924500000.0,1138.66,4.03789,32.1,69.116,73.159,11.01
36,1,2002,25.258,6.455,1078.95,87850700000.0,1228.94,2.72,33.6,68.961,71.8118,10.01
36,1,2001,25.578,6.493,1028.77,97632000000.0,1391.71,0.838946,35.3,68.796,70.4733,9.26
36,1,2000,25.958,6.548,976.965,99838500000.0,1450.48,0.641265,37.2,68.602,69.1462,8.98
36,1,1999,26.381,6.628,941.857,90710700000.0,1343.55,0.290445,39.3,68.357,67.8242,7.95
36,1,1998,26.845,6.737,885.314,84828800000.0,1281.4,0.147987,41.6,68.051,66.5029,8.03
36,1,1997,27.352,6.879,842.15,78436600000.0,1208.72,0.0904802,44.1,67.68,65.1889,8.37
36,1,1996,27.903,7.054,803.439,67629700000.0,1063.33,0.0614669,46.7,67.249,63.8923,9.0
36,1,1995,28.526,7.255,745.339,60159200000.0,965.111,0.0313196,49.5,66.779,62.619,11.04
36,1,1994,29.256,7.475,726.94,51898000000.0,849.452,0.00638327,52.3,66.298,61.3751,10.93
36,1,1993,30.11,7.705,714.404,46578600000.0,777.858,0.000975791,55.0,65.831,60.1544,10.92
37,3,2014,18.881,6.935,937.074,22593500000.0,3589.04,24.7617,13.7,72.175,73.6825,4.163
37,3,2013,19.036,6.913,958.974,21991000000.0,3509.53,23.1093,14.3,71.935,73.6825,3.693
37,3,2012,19.213,6.891,915.689,21386200000.0,3428.41,20.3214,15.0,71.692,73.6825,3.846
37,3,2011,19.418,6.87,880.596,20283800000.0,3266.01,18.9,15.7,71.449,73.6825,4.302
37,3,2010,19.654,6.848,857.068,18447900000.0,2983.23,15.9,16.5,71.21,73.6825,4.893
37,3,2009,19.918,6.824,846.097,17601600000.0,2858.48,12.11,17.3,70.978,73.6825,7.33
37,3,2008,20.207,6.797,855.708,17986900000.0,2933.4,10.08,18.1,70.756,73.6825,5.88
37,3,2007,20.525,6.769,882.111,17011800000.0,2786.16,6.11,19.1,70.542,73.6825,6.41
37,3,2006,20.884,6.742,817.022,15999900000.0,2631.82,5.5,20.0,70.333,73.6825,6.57
37,3,2005,21.311,6.72,755.437,14698000000.0,2428.57,4.2,21.0,70.124,73.6825,7.22
37,3,2004,21.835,6.705,690.096,13724800000.0,2278.43,3.2,22.2,69.908,73.6825,6.05
37,3,2003,22.47,6.701,693.685,13243900000.0,2209.5,2.5,23.3,69.68,73.6825,6.26
37,3,2002,23.21,6.711,667.211,12664200000.0,2124.1,1.9,24.6,69.432,73.6825,5.73
37,3,2001,24.04,6.736,626.623,12282500000.0,2072.3,1.5,25.8,69.162,73.6825,6.96
37,3,2000,24.931,6.772,614.986,11784900000.0,2001.54,1.1774,27.2,68.875,73.6825,6.96
37,3,1999,25.843,6.813,588.724,11284200000.0,1930.62,0.845429,28.7,68.581,73.6825,6.68
37,3,1998,26.734,6.858,570.565,10936700000.0,1886.36,0.425254,30.3,68.284,73.6825,7.1
37,3,1997,27.568,6.907,555.837,10221700000.0,1778.84,0.256961,32.0,67.978,73.6825,7.98
37,3,1996,28.323,6.967,516.174,9586330000.0,1684.79,0.0863896,33.8,67.651,73.6825,7.68
38,2,2011,35.476,8.536,89.2976,2607740000.0,811.376,0.7,38.1,62.732,31.8215,6.907
38,2,2010,36.25,8.764,85.7926,2117040000.0,667.744,0.61,39.2,62.193,31.3904,6.899
38,2,2009,36.84,8.992,83.3355,1856700000.0,595.11,0.54,40.5,61.602,30.8903,6.832
38,2,2008,37.184,9.218,79.0132,1380188800.0,450.633,0.47,41.8,60.952,30.3245,6.107
38,2,2007,37.25,9.443,81.7611,1317970000.0,439.833,0.41,43.2,60.243,29.6687,6.36
38,2,2002,34.019,10.729,87.0596,729321000.0,293.956,0.22709,51.7,56.5,24.5649,6.864
38,2,2001,33.17,11.06,81.6938,752368000.0,316.824,0.157815,53.9,55.864,23.5121,6.446
38,2,2000,32.518,11.43,75.03,706371000.0,308.134,0.136712,56.3,55.273,22.6972,6.861
38,2,1999,32.187,11.847,78.6626,688921000.0,307.911,0.025495,58.9,54.707,22.1525,6.446
38,2,1998,32.222,12.306,73.8749,745526000.0,337.888,0.00877424,61.8,54.137,21.8459,6.578
38,2,1997,32.634,12.797,84.2756,686490000.0,312.726,0.00901772,65.0,53.548,21.7344,6.556
38,2,1996,33.414,13.309,76.9418,693536000.0,315.751,0.0,68.6,72.653,21.7472,6.633
38,2,1995,34.524,13.821,67.1439,578015625.0,262.231,0.0,72.7,72.653,21.824,6.871
38,2,1994,35.892,14.314,63.5585,531688000.0,239.669,0.0,77.0,72.653,21.9647,6.75
38,2,1993,37.389,14.769,57.1779,467873000.0,209.0,0.0,81.4,72.653,22.1646,6.604
39,0,2014,10.3,11.8,6732.37,26615900000.0,20247.2,84.2415,2.7,77.0341,30.2403,7.352
39,0,2013,10.3,11.6,6664.66,25137200000.0,19072.2,80.0043,2.9,77.1415,30.3197,8.631
39,0,2012,10.6,11.7,6689.37,23043900000.0,17421.9,78.3899,3.1,76.3268,31.203,10.021
39,0,2011,11.1,11.5,6314.41,23170200000.0,17454.8,76.5,3.3,76.2293,31.3149,12.328
39,0,2010,11.9,11.9,6506.32,19490900000.0,14638.6,74.1,3.6,75.4293,31.4101,16.707
39,0,2009,11.8,12.1,5975.95,19652500000.0,14726.3,72.5,3.9,74.8244,31.4818,13.548
39,0,2008,12.0,12.5,6364.57,24194000000.0,18094.5,70.58,4.3,73.7707,31.5426,5.455
39,0,2007,11.8,13.0,6277.41,22237100000.0,16586.4,66.19,4.7,72.8146,31.6273,4.592
39,0,2006,11.0,12.9,5869.42,16963600000.0,12595.4,63.51,5.1,72.6915,31.7719,5.915
39,0,2005,10.6,12.8,5531.55,14006100000.0,10338.3,61.45,5.6,72.5683,31.9598,8.033
39,0,2004,10.3,13.0,5429.53,12059200000.0,8850.47,53.2,6.1,71.9098,32.1432,10.248
39,0,2003,9.5,13.2,5158.6,9833870000.0,7174.24,45.32,6.7,71.3171,32.3359,11.288
39,0,2002,9.4,13.3,4767.46,7322070000.0,5308.35,41.52,7.3,70.9049,32.5395,10.026
39,0,2001,9.1,13.3,4680.45,6245070000.0,4498.96,31.5275,8.0,70.2585,32.7463,13.134
39,0,2000,9.4,13.2,4540.49,5685770000.0,4070.03,28.577,8.7,70.4171,32.9555,13.36
39,0,1999,9.0,13.4,4460.37,5726900000.0,4119.35,14.5009,9.4,70.0634,32.7965,11.573
39,0,1998,8.8,14.0,4733.95,5617110000.0,4052.29,10.796,10.1,69.3585,32.7001,9.51
39,0,1997,9.0,13.3,4811.6,5066240000.0,3619.95,5.70628,10.9,69.8098,33.0157,10.369
39,0,1996,9.4,13.4,4556.39,4746110000.0,3352.73,3.52511,11.7,69.6122,33.3945,9.915
39,0,1995,9.4,14.5,4244.64,4373670000.0,3044.38,2.77897,12.4,67.5439,33.8909,9.659
40,2,2014,34.059,7.218,69.1988,55612200000.0,566.926,7.7,45.7,64.547,98.0943,2.104
40,2,2013,34.483,7.455,64.0557,47648200000.0,499.532,4.6,47.8,63.961,95.3858,2.251
40,2,2012,34.916,7.734,57.211,43310700000.0,467.078,2.9,50.0,63.281,92.727,2.197
40,2,2011,35.369,8.06,52.5516,31952800000.0,354.48,1.1,52.3,62.505,90.1399,2.289
40,2,2010,35.861,8.441,48.2999,29933800000.0,341.554,0.75,54.8,61.627,87.64,2.39
40,2,2009,36.414,8.883,42.1546,32437400000.0,380.569,0.54,57.5,60.645,85.2339,2.354
40,2,2008,37.035,9.383,40.9932,27066900000.0,326.437,0.45,60.4,59.581,82.9162,2.13
40,2,2007,37.726,9.932,39.5665,19707600000.0,244.286,0.37,63.5,58.467,80.6743,2.179
40,2,2006,38.485,10.517,37.4829,15280900000.0,194.687,0.310593,66.8,57.334,78.4892,2.295
40,2,2005,39.307,11.126,33.5314,12401100000.0,162.433,0.21966,70.3,56.223,76.3463,2.497
40,2,2004,40.186,11.741,30.7788,10131200000.0,136.466,0.155335,73.8,55.174,74.2395,2.665
40,2,2003,41.097,12.35,28.6266,8623690000.0,119.49,0.105812,77.5,54.211,72.1706,2.913
40,2,2002,42.012,12.938,26.2325,7850810000.0,111.927,0.0724023,81.0,72.653,70.1421,3.066
40,2,2001,42.902,13.498,26.5701,8231330000.0,120.766,0.0371624,16.1,72.653,68.1594,3.209
40,2,2000,43.728,14.024,22.7558,8242390000.0,124.461,0.0152638,16.1,72.653,66.2248,3.441
40,2,1999,44.454,14.517,23.0017,7700830000.0,119.684,0.0125416,16.1,72.653,64.343,3.714
40,2,1998,45.067,14.987,23.8051,7818220000.0,125.076,0.00966352,16.1,72.653,62.5077,3.489
40,2,1997,45.564,15.44,23.9384,8589210000.0,141.509,0.00496672,16.1,72.653,60.6974,3.492
40,2,1996,45.95,15.878,24.506,8547940000.0,145.167,0.00170345,16.1,72.653,58.8835,3.338
40,2,1995,46.245,16.299,24.085,7663980000.0,134.343,1.75e-05,16.1,72.653,57.0479,3.317
41,0,2014,10.5,9.6,2166.12,273000000000.0,4351.89,86.5304,1.9,81.1805,17.972,8.663
41,0,2013,10.7,9.5,2166.12,270000000000.0,4351.89,8.1,2.1,80.9756,17.8978,8.193
41,0,2012,11.0,9.6,2166.12,257000000000.0,4351.89,89.88,2.2,80.6268,17.8156,7.689
41,0,2011,11.1,9.4,2166.12,274000000000.0,4351.89,88.71,2.4,80.4707,17.731,7.781
41,0,2010,11.4,9.5,2166.12,248000000000.0,4351.89,86.89,2.5,79.8707,17.6484,8.394
41,0,2009,11.3,9.3,2166.12,251000000000.0,4351.89,82.49,2.6,79.7195,17.5679,8.249
41,0,2008,11.2,9.2,2166.12,284000000000.0,4351.89,83.67,2.7,79.5683,17.484,6.369
41,0,2007,11.1,9.3,2166.12,255000000000.0,4351.89,80.78,2.9,79.2634,17.392,6.854
41,0,2006,11.2,9.1,2166.12,217000000000.0,4351.89,79.66,3.0,79.2146,17.317,7.719
41,0,2005,11.0,9.1,2166.12,204000000000.0,38969.2,74.48,3.1,78.8171,17.2235,8.384
41,0,2004,11.0,9.1,2166.12,197000000000.0,37636.1,72.39,3.2,78.7146,17.1646,10.358
41,0,2003,10.9,9.4,2166.12,171000000000.0,32816.2,69.22,3.3,78.3683,17.1149,10.469
41,0,2002,10.7,9.5,2166.12,140000000000.0,26834.0,62.43,3.3,78.1195,17.0741,10.423
41,0,2001,10.8,9.4,2166.12,129000000000.0,24913.2,43.1054,3.4,77.9659,17.0328,10.29
41,0,2000,11.0,9.5,2166.12,126000000000.0,24253.3,37.2485,3.5,77.4659,16.994,11.134
41,0,1999,11.1,9.6,2166.12,135000000000.0,26178.8,32.2951,3.6,77.2912,16.9588,11.693
41,0,1998,11.1,9.6,2166.12,134000000000.0,25989.4,25.4525,3.7,77.0907,16.9195,13.214
41,0,1997,11.5,9.6,2166.12,127000000000.0,24676.5,19.4587,3.9,76.8785,16.8746,14.967
41,0,1996,11.8,9.6,2166.12,132000000000.0,25777.6,16.7801,4.0,76.6934,16.8245,15.572
41,0,1995,12.3,9.6,2166.12,134000000000.0,26273.5,13.9003,4.2,76.4095,16.7694,17.005
